,participant_id,path_num,person_robot,turn_num,start_idx,end_idx,walking_direction_lag,walking_direction_base_corr,walking_direction_lagged_corr,walking_direction_dtw,speeds_lag,speeds_base_corr,speeds_lagged_corr,speeds_dtw,mean_distance,mean_speed_difference,mean_walking_direction_difference,mean_pace_asymmetry
111,2105,2,robot,5,1256,1290,9,0.1266973781763203,0.47825120654999403,25.97986019609763,7,-0.05725751626409642,0.6551837033960876,22.434058246120998,1.4480329100367344,0.33235294117647063,54.91391278987031,0.3943383561520396
112,2105,2,robot,6,1503,1532,2,0.056809453020625504,0.5131489639276497,21.324987824433915,-2,0.20049697698585897,0.646506883640004,23.924166192018657,1.9140358657173142,0.5017931034482759,35.749225966534354,0.4881461919458219
113,2105,2,robot,7,1547,1633,25,-0.3730203598801849,0.3863137833902417,66.55385378795206,-3,0.36429234813461603,0.4620020290595374,49.33957441999805,1.3555555619596036,0.286046511627907,65.14068017102923,0.4764984064094518
114,2105,3,robot,1,593,640,-4,0.222842882518433,0.33031955998931095,36.55391918546413,-11,0.07477586415715595,0.4877810884653927,33.58551464861006,1.8297221840960225,0.30323404255319153,39.88550198965244,0.29635756677583047
115,2105,3,robot,2,666,691,8,-0.12983420639777402,0.5081994065869564,21.96123720875258,7,0.28126800384893236,0.6099601753101299,19.962627799302375,0.6580038569895151,0.22020000000000003,30.785460054168972,0.2096657013924964
116,2105,3,robot,3,1036,1076,6,0.40684625324009466,0.5184603816119656,27.946064080495727,-14,-0.4073702926134288,0.5650394527668219,26.598735094588452,1.2132880793178056,0.35527500000000006,61.576207275907585,0.3825272334136998
117,2106,1,person,1,404,433,15,-0.35018909490299743,0.2345510848373177,39.92639904404859,10,-0.20108583485472384,0.485911126486593,24.689715010979256,3.3360350830222076,0.2408275862068966,84.45596686623881,0.4215650999076549
118,2106,1,robot,1,395,479,-41,-0.5497416259609005,0.5967393587260014,101.27733828567497,11,0.19489459012942187,0.43235120154612017,36.920810680170874,2.5051758464985165,0.3639761904761905,60.50168316821541,0.3767655530268654
119,2106,2,person,1,380,431,21,-0.4979558991931951,0.5253743768747732,58.007883554761065,-4,0.4691601962680625,0.5445540151894762,23.80268747516175,2.186071405065234,0.3427647058823529,53.470789789785464,0.37722366163330145
120,2106,2,person,2,457,482,-9,0.21544735362656037,0.7220221666169786,19.120818030949767,-2,0.7464937650454886,0.8214388418095778,11.133530371419655,2.4205591579055845,0.47924,26.041330173584715,0.5054389353940487
121,2106,2,robot,1,392,432,16,-0.5040957204714569,0.4311398600617129,51.00493120526002,-4,0.6226346208356376,0.6616036701207161,19.225661436581905,2.1988465320872828,0.31132499999999996,61.70454035872249,0.4033963808969367
122,2106,2,robot,2,748,792,-1,0.5476153796494292,0.6073116756631766,24.845161666976235,-3,0.5676748504177606,0.6563690879028561,27.40556552342154,1.7751103803601707,0.34838636363636366,42.949966743104376,0.3357191873090592
123,2106,3,person,1,253,290,-12,0.0670783007414296,0.5820081278196781,27.459726398035297,-7,0.11265137585852956,0.5148953993524709,31.46239728466882,2.025793455982135,0.5037027027027026,49.505203467168116,0.44956430833245953
124,2106,3,person,2,423,452,-8,-0.3274161191511981,0.3852697108580497,27.496076962713612,-12,-0.7975659094476129,0.5924806435938753,32.29159861524332,1.8763274799512795,0.4587931034482758,77.07786721402069,0.5921053254893685
125,2106,3,person,3,475,500,-9,-0.418977773924124,0.3604589472648068,41.95551878240989,9,0.27835840768754355,0.30937780277755345,22.024268842458984,1.0589711473898746,0.29172,24.388098048534747,0.202463688499327
126,2106,3,person,4,936,980,-1,0.1696611600837436,0.4416233576681207,34.04571582988187,-5,0.5491789623127831,0.6986979283136261,22.179072489951075,0.8237950674802054,0.2545227272727273,69.32983261769301,0.3553651573698846
127,2106,3,person,5,1382,1429,6,0.6189623502704741,0.8774935709546914,23.95246723070741,16,0.1329952532620324,0.3435351412144446,37.444583528053705,3.812154769192414,0.544531914893617,77.91072757129271,0.5801263849453776
128,2106,3,person,6,1744,1776,-6,0.11926944220398557,0.375942778126929,30.97648730477528,-12,-0.06077305839279401,0.4092205078731523,32.038618644788286,3.8023982306687025,0.36346875,81.37387193595066,0.27715455581490633
129,2106,3,person,7,1953,1981,-5,0.28646367247432414,0.5526558960774138,22.45699794855184,-2,0.4159586142714744,0.44868362551327984,21.757560390007825,2.096149279964277,0.21603571428571428,85.23966307540753,0.23030256442648617
130,2106,3,person,8,2129,2179,-1,0.5808293772717156,0.5878530280533305,31.06867267252476,-9,0.11128459120423118,0.5277309102355786,36.14721400512128,0.43366545695645364,0.37431999999999993,45.160899015602816,0.5787656163169145
131,2106,3,person,9,2199,2225,-1,0.3554738149381606,0.5139402107861086,20.878624528765386,-1,0.5615285330779256,0.6282633443620312,18.630923507703177,1.6026274872820576,0.3246538461538462,99.59882147598955,0.6183809547678479
132,2106,3,robot,1,342,397,-5,0.23538132804947803,0.6534062914267105,30.81364912493788,-1,0.30226861737025873,0.3354908279734841,37.08667321671007,0.4711387599263012,0.3344727272727273,66.50295791203347,0.34715400491080967
133,2106,3,robot,2,448,485,12,-0.37994112411597425,0.4414431113236995,41.96016529934869,-1,0.4573510431408059,0.4715319693238015,29.05059310050609,0.7458511967269551,0.3901891891891892,76.84060365038789,0.47816917992851693
134,2106,3,robot,3,617,652,6,0.1965989004301964,0.5202446225501456,34.53814898623444,18,-0.09785633562657804,0.673089147065865,36.32591286153157,1.2914708778479316,0.5381142857142858,59.23433915617105,0.4728077895731965
135,2106,3,robot,4,664,695,10,-0.22610906363159566,0.39615936308353766,28.54685221469962,2,0.44797861088358065,0.4654988912782109,22.720406329234816,2.2054310725752866,0.3122903225806452,49.86552430693862,0.3382739114881191
136,2106,3,robot,5,957,1010,-1,0.3808915333295694,0.6378391755049655,35.30477681877864,-7,0.4388203183193677,0.5814622154360317,42.93046581474892,0.9172049139407592,0.3646603773584906,64.12475355069029,0.44943638137371
137,2106,3,robot,6,1024,1058,-26,-0.3272586263519153,0.24103524598278248,39.627286268053126,6,-0.04349152634575824,0.32325139615112075,26.934702794765485,2.100183406193944,0.4931176470588236,50.27586422703657,0.34410622259481627
138,2106,3,robot,7,1417,1476,-26,-0.24868349765235484,0.44866415865481507,53.2877904569151,5,0.2180218242940305,0.421932567457364,30.708179302863968,3.2060522091181487,0.5020677966101695,71.50865730434488,0.42359474087548343
139,2106,3,robot,8,1720,1800,-8,0.4820874527416019,0.5154353809623814,45.706446008127116,-20,-0.19264284554265407,0.33279471737805394,59.99810433422495,3.304955329349292,0.41941249999999997,67.04071651014748,0.34246423175885543
140,2106,3,robot,9,1990,2049,37,-0.2727727578230838,0.45520782808368226,51.25293973435917,39,-0.23026364504489694,0.29741871163356115,61.12795301705017,2.010554709830668,0.5316949152542373,60.82322521099468,0.430027283820995
141,2106,3,robot,10,2164,2264,-58,-0.041182748130981314,0.24967389109076202,74.27155472712181,-7,0.4011809743946691,0.5127642043631275,65.07137869187991,1.512983035403672,0.42977,74.27721169922641,0.6155743336192785
142,2107,1,person,1,456,484,4,-0.5427270480765539,0.3154645354771364,35.93190114929746,0,0.48402249410938075,0.48402249410938075,20.131147839975554,0.9533786100313696,0.3373214285714286,69.19362680577083,0.4099463933641077
143,2107,1,robot,1,452,552,-44,-0.42786568166166794,0.3476559897282149,119.51482779923674,3,0.38506825136521355,0.3955417765427142,57.004089095195816,1.0703093307152243,0.33265999999999996,66.68806383069642,0.44668516059357033
144,2107,2,person,1,333,362,0,0.7165097975087656,0.7165097975087656,14.1986411173957,0,0.7606209786519933,0.7606209786519933,13.912627462586421,1.4723796232613107,0.2635172413793104,39.911268635031796,0.38132432217937245
145,2107,2,person,2,438,464,19,-0.42245232409257255,0.36761652338799505,39.01204199076757,12,-0.5647298561597004,0.4410094226313498,25.506526098758684,3.089718314558574,0.32126923076923075,98.62259171312255,0.3748094406464145
